Brand & Model,Varient,Fuel Type,Driven Kilometers,Transmission,Owner,Location,Date of Posting Ad,Price (in ₹)
2017 Maruti S Cross,['VTVT'],Diesel,"96,542 km",Manual,1st Owner,"Parasakthi Colony, Sivakasi",03-01-2022,303699
2017 Maruti Ciaz,['SX'],Diesel,"69,995 km",Manual,1st Owner,"Anthiyoorkonam, Thiruvananthapuram",03-01-2022,412599
2015 Hyundai Verna,['AUTO'],Diesel,"62,300 km",(o),1st Owner,"Jubilee Hills, Hyderabad",03-01-2022,186971
2013 Maruti Ertiga,['1.6'],Diesel,"1,12,745 km",Manual,1st Owner,"Jubilee Hills, Hyderabad",03-01-2022,528999
2016 Maruti Vitara Brezza,['VTVT'],Diesel,"54,460 km",Manual,1st Owner,"Mehdipatnam, Hyderabad",03-01-2022,258999
2016 Maruti Vitara Brezza,['SX'],Diesel,"59,773 km",Manual,2nd Owner,"Mehdipatnam, Hyderabad",03-01-2022,188799
2016 Maruti Vitara Brezza,['AUTO'],Diesel,"30,116 km",Manual,1st Owner,"Khed Shivapur, Pune",03-01-2022,415399
2014 Maruti Ciaz,['LXI'],Diesel,"1,13,158 km",Manual,1st Owner,"Kulswamini Vihar, Amravati",03-01-2022,313099
2016 Maruti Vitara Brezza,['DELTA'],Diesel,"92,569 km",Manual,2nd Owner,"Narela, Delhi",03-01-2022,258899
2013 Toyota Innova,['1.2'],Diesel,"55,587 km",Manual,1st Owner,"Narela, Delhi",03-01-2022,171699
2015 Hyundai Elite i20,['K12'],Diesel,"1,41,314 km",Manual,1st Owner,"Kulswamini Vihar, Amravati",03-01-2022,551799
2013 Maruti Swift Dzire,['AMT'],Petrol,"31,505 km",Manual,1st Owner,"Saraswati Vihar, Amritsar",03-01-2022,201799
2012 Toyota Fortuner,['DELTA'],Diesel,"1,46,017 km",Manual,1st Owner,"Saraswati Vihar, Amritsar",03-01-2022,572399
2017 Honda WR-V,['1.2'],Petrol,"26,693 km",Manual,1st Owner,"Bharat Nagar, Sillod",03-01-2022,126399
2016 Maruti Vitara Brezza,['K12'],Diesel,"73,453 km",Manual,1st Owner,"Madhapur, Hyderabad",03-01-2022,688699
2017 Maruti Vitara Brezza,['ZX'],Diesel,"93,199 km",Manual,1st Owner,"Vaishali Nagar, Jaipur",03-01-2022,537999
2017 Hyundai Elite i20,['MT'],Petrol,"19,791 km",Manual,1st Owner,"Rohini, Delhi",01/25/2022,288799
2016 Maruti Vitara Brezza,['1.2'],Diesel,"34,879 km",Manual,1st Owner,Oulgaret,03-01-2022,193699
2016 Maruti Vitara Brezza,['V'],Diesel,"65,443 km",Manual,1st Owner,"Santacruz West, Mumbai",03-01-2022,266599
2013 Honda Amaze,['MT'],Diesel,"72,572 km",Manual,1st Owner,"Santacruz West, Mumbai",03-01-2022,729899
2014 Hyundai Grand i10,['ZETA'],Petrol,"1,12,190 km",Manual,1st Owner,"Madhapur, Hyderabad",03-01-2022,523199
2013 Honda Amaze,['1.2'],Diesel,"33,562 km",Manual,1st Owner,"Royal Enclave, Jodhpur",03-01-2022,461199
2013 Ford Ecosport,['K'],Diesel,"80,946 km",Manual,1st Owner,"Royal Enclave, Jodhpur",03-01-2022,439499
2017 Maruti Vitara Brezza,['K12'],Diesel,"39,099 km",Manual,1st Owner,"Attapur, Hyderabad",03-01-2022,581299
2017 Maruti Ciaz,['AMT'],Diesel,"66,396 km",Manual,1st Owner,"Andheri West, Mumbai",03-01-2022,482599
2017 Maruti Vitara Brezza,['ERA'],Diesel,"35,406 km",Manual,1st Owner,"Sector 71, Noida",03-01-2022,657999
2018 Maruti IGNIS,['PLUS'],Petrol,"31,148 km",Manual,1st Owner,"Ahiritola, Kolkata",03-01-2022,337499
2016 Ford Ecosport,['1.2'],Petrol,"7,789 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",03-01-2022,369399
2017 Ford Ecosport,['V'],Diesel,"50,477 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",03-01-2022,597699
2018 Maruti IGNIS,['MT'],Petrol,"17,318 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",03-01-2022,367099
2015 Maruti Baleno,['I'],Petrol,"12,711 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",03-01-2022,384499
2016 Ford Ecosport,['VTEC'],Petrol,"57,927 km",Manual,1st Owner,"Sector 71, Noida",03-01-2022,1514699
2016 Ford Ecosport,['VXI'],Petrol,"34,212 km",Manual,1st Owner,"Ahiritola, Kolkata",02-01-2022,421499
2016 Ford Ecosport,['1.2'],Petrol,"27,829 km",Manual,2nd Owner,"Chelavoor, Pantheeramkavu",02-01-2022,487499
2017 Ford Figo Aspire,['S'],Petrol,"31,724 km",Manual,1st Owner,"Sion East, Mumbai",02-01-2022,495499
2015 Toyota Etios,['MT'],Diesel,"77,530 km",Manual,1st Owner,"Sion East, Mumbai",02-01-2022,554599
2017 Ford Ecosport,['I'],Petrol,"16,090 km",Manual,1st Owner,"Sector 71, Noida",02-01-2022,394199
2015 Honda Jazz,['VTEC'],Petrol,"34,295 km",Automatic,1st Owner,"Ahiritola, Kolkata",02-01-2022,408399
2018 Hyundai Elite i20,['SPORTZ'],Petrol,"17,504 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",02-01-2022,621899
2014 Hyundai Grand i10,['(O)'],Petrol,"58,341 km",Manual,1st Owner,"Sector 71, Noida",02-01-2022,666999
2016 Ford Ecosport,['1.2'],Petrol,"22,197 km",Manual,1st Owner,"Ahiritola, Kolkata",05-01-2022,395899
2017 Ford Ecosport,['AT'],Diesel,"60,954 km",DIESEL,2nd Owner,"Chelavoor, Pantheeramkavu",05-01-2022,657599
2017 Ford Ecosport,['SPORTZ'],Petrol,"37,026 km",Manual,1st Owner,"Sector 71, Noida",05-01-2022,495399
2015 Honda Jazz,['O'],Petrol,"11,166 km",Automatic,3rd Owner,"Ahiritola, Kolkata",05-01-2022,571699
2013 Maruti Ertiga,['1.2'],Diesel,"1,19,067 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",05-01-2022,1682999
2015 Maruti Ciaz,['SHARP'],Diesel,"61,758 km",Manual,1st Owner,"Sector 71, Noida",05-01-2022,794799
2017 Hyundai Elite i20,['DCT'],Petrol,"31,450 km",Manual,1st Owner,"Ahiritola, Kolkata",05-01-2022,783699
2019 Hyundai Elite i20,['1.0'],Petrol,"21,556 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",05-01-2022,554799
2018 Ford Ecosport,['RXL'],Petrol,"35,869 km",Manual,1st Owner,"Sector 71, Noida",05-01-2022,243799
2020 KIA SELTOS,['LDI'],Petrol,"22,066 km",Manual,1st Owner,"Ahiritola, Kolkata",05-01-2022,1087899
2018 Ford Ecosport,['BS'],Diesel,"52,521 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",05-01-2022,591399
2018 Ford Ecosport,['IV'],Diesel,"35,747 km",Manual,1st Owner,"Camac Street Area, Kolkata",05-01-2022,576499
2018 Ford Ecosport,['LXI'],Diesel,"38,471 km",Manual,1st Owner,"EM Bypass - Science City Area, Kolkata",05-01-2022,698199
2018 Ford Ecosport,['OPT'],Diesel,"46,082 km",Manual,1st Owner,"EM Bypass - Science City Area, Kolkata",05-01-2022,551799
2016 Ford Ecosport,['LXI'],Diesel,"88,979 km",Manual,1st Owner,"Camac Street Area, Kolkata",05-01-2022,554499
2019 Ford Figo Aspire,['OPT'],Petrol,"10,063 km",Manual,2nd Owner,"Saltlake Sector II, Kolkata",05-01-2022,1276499
2016 Ford Ecosport,['1.5'],Diesel,"90,171 km",Manual,1st Owner,"EM Bypass - Science City Area, Kolkata",05-01-2022,614399
2017 Ford Ecosport,['V'],Diesel,"68,356 km",Manual,1st Owner,"Picnic Garden, Kolkata",05-01-2022,344999
2018 Ford Ecosport,['OPT'],Petrol,"22,443 km",Manual,2nd Owner,"Uttar Panchanan Gram, Kolkata",05-01-2022,483199
2018 Ford Ecosport,['I'],Diesel,"24,772 km",Manual,1st Owner,"Uttar Panchanan Gram, Kolkata",05-01-2022,803799
2015 BMW 5 Series,['DTEC'],Diesel,"80,744 km",Automatic,1st Owner,"Saltlake Sector 1, Kolkata",05-01-2022,626199
2018 Honda Amaze,['VDI'],Petrol,"14,259 km",Manual,1st Owner,"Saltlake Sector 1, Kolkata",05-01-2022,582399
2018 Ford Ecosport,['SHVS'],Diesel,"16,826 km",Manual,1st Owner,"Park Circus, Kolkata",05-01-2022,299199
2016 Maruti Swift Dzire,['FLUIDIC'],Diesel,"1,58,642 km",ABS,1st Owner,"Saltlake Sector II, Kolkata",05-01-2022,620299
2015 Ford Ecosport,['1.6'],Diesel,"53,253 km",Manual,1st Owner,"Picnic Garden, Kolkata",05-01-2022,834599
2020 Honda City,['EX'],Petrol,"8,641 km",Manual,1st Owner,"Uttar Panchanan Gram, Kolkata",05-01-2022,538099
2020 Honda City,['VTVT'],Petrol,"10,322 km",Automatic,1st Owner,"Paikpara, Kolkata",05-01-2022,802399
2015 Ford Ecosport,['RXT'],Petrol,"76,170 km",Automatic,1st Owner,"Sector 71, Noida",05-01-2022,655099
2013 Hyundai Grand i10,['VDI'],Diesel,"1,06,795 km",Manual,1st Owner,"Ahiritola, Kolkata",05-01-2022,681399
2017 Hyundai Elite i20,['SHVS'],Diesel,"83,787 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",05-01-2022,747999
2018 Toyota Corolla Altis,['LDI'],Petrol,"53,593 km",Automatic,1st Owner,"Sector 71, Noida",05-01-2022,295599
2014 Maruti Swift Dzire,['O'],Diesel,"1,18,729 km",Manual,1st Owner,"Ahiritola, Kolkata",05-01-2022,295599
2018 Maruti Vitara Brezza,['GD'],Diesel,"54,715 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",05-01-2022,2036199
2018 Tata Tiago,['GD'],Petrol,"50,361 km",Manual,1st Owner,"Yewlekar Mala, Nashik",05-01-2022,392799
2018 Maruti Vitara Brezza,['ZXI'],Diesel,"83,300 km",Manual,1st Owner,"Thakray Circle Chowk, Nashik",05-01-2022,480499
2018 Renault Kwid,['PLUS'],Petrol,"41,139 km",Manual,1st Owner,"Yewlekar Mala, Nashik",05-01-2022,628299
2012 Toyota Etios Liva,['VXI'],Petrol,"44,162 km",Manual,1st Owner,"Thakray Circle Chowk, Nashik",05-01-2022,387299
2019 MG HECTOR,['VXI'],Petrol,"21,150 km",PETROL,2nd Owner,"Lekha Nagar, Nashik",05-01-2022,671099
2020 Maruti S PRESSO,['RXL'],Petrol,"6,100 km",Manual,1st Owner,"Madhuban Nagar, Nashik",05-01-2022,740599
2018 Hyundai Creta,['ZETA'],Diesel,"29,854 km",Manual,1st Owner,"DGP Nagar, Nashik",05-01-2022,917099
2020 Maruti S PRESSO,['SHVS'],Petrol,"6,637 km",Manual,1st Owner,"Gulmohar Vihar, Nashik",05-01-2022,297399
2018 Maruti Vitara Brezza,['G'],Diesel,"71,192 km",Manual,1st Owner,"Moti Nagar, Hyderabad",05-01-2022,666499
2017 Maruti Baleno,['MAGNA'],Petrol,"20,990 km",Manual,1st Owner,"Moti Nagar, Hyderabad",05-01-2022,504999
2015 Honda Amaze,['1.1'],Petrol,"28,309 km",Manual,1st Owner,"Shivam Road, Hyderabad",05-01-2022,530399
2018 Maruti Vitara Brezza,['CRDI'],Diesel,"1,12,703 km",Manual,1st Owner,"Nagole, Hyderabad",05-01-2022,335999
2017 Maruti Baleno,['1.2'],Diesel,"62,283 km",Manual,1st Owner,"Commercial Tax Colony, Hyderabad",05-01-2022,528199
2018 Maruti Vitara Brezza,['SMT'],Diesel,"20,713 km",Manual,1st Owner,"Commercial Tax Colony, Hyderabad",05-01-2022,538499
2016 Maruti Swift Dzire,['I'] ,Diesel,"58,123 km",ABS,1st Owner,"Nagole, Hyderabad",05-01-2022,377399
2020 Maruti S PRESSO,['VTEC'],Petrol,"15,934 km",Manual,1st Owner,"Nagole, Hyderabad",05-01-2022,243699
2019 Ford Ecosport,['1.2'],Petrol,"24,435 km",Manual,2nd Owner,"Commercial Tax Colony, Hyderabad",05-01-2022,396899
2019 Ford Ecosport,['i-VTEC'],Petrol,"14,623 km",MT,1st Owner,"Satya Vihar, Bhubaneshwar",05-01-2022,610899
2018 Maruti Vitara Brezza,['VX'],Diesel,"36,807 km",Manual,1st Owner,"Acharya Vihar, Bhubaneshwar",05-01-2022,833699
2018 Maruti Vitara Brezza,['MT'],Diesel,"26,505 km",Manual,1st Owner,"Jayadev Vihar, Bhubaneshwar",05-01-2022,380299
2018 Maruti Vitara Brezza,['VXI'],Diesel,"54,687 km",Manual,1st Owner,"Acharya Vihar, Bhubaneshwar",05-01-2022,622399
2019 Maruti Vitara Brezza,['1.6'],Diesel,"49,708 km",Manual,1st Owner,"Jayadev Vihar, Bhubaneshwar",05-01-2022,610999
2019 Maruti Vitara Brezza,['VTVT'],Diesel,"75,243 km",Manual,1st Owner,"Acharya Vihar, Bhubaneshwar",05-01-2022,430099
2019 Maruti Vitara Brezza,['SX'],Diesel,"52,300 km",Manual,1st Owner,"Industrial Area, Chandigarh",05-01-2022,395699
2014 Maruti Swift Dzire,['AUTO'],Diesel,"87,119 km",Manual,1st Owner,"Sector 69, Mohali",05-01-2022,351299
2012 Maruti Swift,['1.6'],Diesel,"1,20,326 km",Manual,1st Owner,"Chandigarh Airport Area, Chandigarh",05-01-2022,340199
2013 Maruti Swift,['VTVT'],Diesel,"78,932 km",Manual,1st Owner,"Chandigarh Airport Area, Chandigarh",05-01-2022,711799
2019 Maruti Vitara Brezza,['SX'],Diesel,"33,968 km",Manual,1st Owner,"Sector 69, Mohali",06-01-2022,435699
2017 Maruti Baleno,['AUTO'],Petrol,"12,322 km",Manual,1st Owner,"Chandigarh Airport Area, Chandigarh",06-01-2022,550799
2017 Maruti Baleno,['LXI'],Petrol,"41,963 km",Manual,1st Owner,"Industrial Area, Chandigarh",06-01-2022,946199
2017 Maruti Baleno,['DELTA'],Petrol,"22,673 km",Manual,1st Owner,"Industrial Area, Chandigarh",06-01-2022,588999
2019 Maruti Vitara Brezza,['1.2'],Diesel,"56,076 km",Manual,1st Owner,"Shivalik Enclave, Chandigarh",06-01-2022,1025999
2020 Mahindra XUV500,['K12'],Diesel,"27,892 km",Manual,1st Owner,"Sector 34A, Chandigarh",06-01-2022,622399
2019 Maruti Vitara Brezza,['AMT'],Diesel,"25,398 km",Manual,1st Owner,"Sector 37C, Chandigarh",06-01-2022,451699
2019 Maruti Vitara Brezza,['DELTA'],Diesel,"27,455 km",Manual,1st Owner,"Sector 40A, Chandigarh",06-01-2022,849299
2019 Maruti Vitara Brezza,['1.2'],Diesel,"18,028 km",Manual,1st Owner,"Sector 37C, Chandigarh",06-01-2022,779999
2019 Maruti Alto,['K12'],Petrol,"13,299 km",Manual,1st Owner,"Sector 1, Chandigarh",06-01-2022,456699
2019 Maruti Vitara Brezza,['ZX'],Diesel,"37,696 km",Manual,3rd Owner,"Sector 19C, Chandigarh",06-01-2022,625399
2014 Maruti Swift Dzire,['MT'],Petrol,"73,614 km",Manual,1st Owner,"Sector 19C, Chandigarh",06-01-2022,392699
2019 Renault Kwid,['1.2'],Petrol,"17,515 km",Manual,1st Owner,"Sector 22B, Chandigarh",06-01-2022,434899
2019 Maruti Vitara Brezza,['V'],Diesel,"31,245 km",Manual,1st Owner,Kasol,06-01-2022,437599
2013 Maruti Wagon R 1.0,['MT'],Petrol,"84,917 km",Manual,1st Owner,Kherganja,06-01-2022,776799
2014 Maruti Swift Dzire,['ZETA'],Diesel,"56,467 km",Manual,1st Owner,"Nirman Nagar, Jaipur",06-01-2022,910599
2019 Maruti Alto 800,['1.2'],Petrol,"10,316 km",Manual,1st Owner,"Pooja Nagar,Udaipur",06-01-2022,155199
2019 Maruti Baleno,['K'],Petrol,"15,604 km",Manual,1st Owner,"Indore, MP",06-01-2022,439799
2017 Maruti Swift,['K12'],Petrol,"27,589 km",Manual,2nd Owner,Bhopal,06-01-2022,449699
2014 Maruti Swift Dzire,['AMT'],Diesel,"88,835 km",Manual,1st Owner,"Byavar, Rajasthan",06-01-2022,690699
2014 Maruti Swift Dzire,['ERA'],Diesel,"76,013 km",Manual,2nd Owner,"Sector 71, Noida",06-01-2022,590899
2018 Renault Kwid,['PLUS'],Petrol,"18,277 km",Manual,2nd Owner,"Ahiritola, Kolkata",06-01-2022,283199
2015 Hyundai Grand i10,['1.2'],Diesel,"1,07,330 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",06-01-2022,318399
2018 Maruti Baleno,['V'],Petrol,"75,073 km",Manual,1st Owner,"Palam, Delhi",06-01-2022,477599
2015 Maruti Swift,['MT'],Diesel,"68,276 km",Manual,1st Owner,"Dwarka Sector 13, Delhi",06-01-2022,361599
2020 Maruti Baleno,['I'],Petrol,"7,391 km",Manual,1st Owner,"Rajivgandhi Nagar, Tumakuru",06-01-2022,370099
2017 Renault Kwid,['VTEC'],Petrol,"41,248 km",Manual,1st Owner,"Meerut Road Industrial Area Sector 21, Ghaziabad",06-01-2022,678099
2015 Maruti Swift,['VXI'],Petrol,"68,025 km",Manual,2nd Owner,"Pitampura, Delhi",06-01-2022,277699
2013 Maruti Swift Dzire,['1.2'],Diesel,"49,944 km",Manual,1st Owner,"Calicut Medical College, Kozhikode",06-01-2022,310299
2020 Maruti Alto,['S'],Petrol,"3,867 km",Manual,1st Owner,"Budhakhera, Karnal",06-01-2022,433799
2013 Hyundai i20,['MT'],Diesel,"37,840 km",Manual,2nd Owner,"Pilaviduthy, Karambakkudi",06-01-2022,379699
2017 Maruti Swift,['I'],Diesel,"46,220 km",Manual,1st Owner,"Sector 16, Faridabad",06-01-2022,403399
2013 Hyundai i20,['VTEC'],Diesel,"64,361 km",Manual,1st Owner,"Shahibag, Ahmedabad",06-01-2022,458699
2013 Maruti Swift,['SPORTZ'],Diesel,"1,20,060 km",Manual,1st Owner,"Salem East Old, Salem",06-01-2022,283299
2015 Maruti Swift Dzire,['(O)'],Diesel,"13,373 km",Manual,1st Owner,"Ambala Cantt, Ambala",06-01-2022,252299
2019 Renault Kwid,['1.2'],Petrol,"41,661 km",Manual,2nd Owner,"Jaggi Colony, Ambala",06-01-2022,333799
2015 Maruti Swift Dzire,['AT'],Petrol,"32,686 km",Manual,1st Owner,"Shahdara, Delhi",06-01-2022,411299
2019 Renault Kwid,['SPORTZ'],Petrol,"24,756 km",Manual,1st Owner,"Dahisar East, Mumbai",06-01-2022,306799
2019 Renault Kwid,['O'],Petrol,"13,458 km",Manual,1st Owner,"JP Nagar, Bengaluru",06-01-2022,265099
2019 Renault Kwid,['1.2'],Petrol,"30,252 km",Manual,1st Owner,"JP Nagar, Bengaluru",06-01-2022,376599
2014 Maruti Wagon R 1.0,['SHARP'],Petrol,"5,027 km",Manual,1st Owner,"Vadodara Goverment Colony, Vadodara",06-01-2022,441999
2015 Maruti Swift,['DCT'],Diesel,"1,22,972 km",Manual,1st Owner,"Sarojini Nagar, Delhi",06-01-2022,275199
2015 Maruti Swift Dzire,['PETROL'],Diesel,"50,862 km",ABS,1st Owner,"Shahdara, Delhi",06-01-2022,342999
2019 Tata Tiago,['VDI'],Petrol,"5,388 km",Manual,1st Owner,"East Coast Road, Chennai",06-01-2022,453099
2020 Maruti Alto,['VDI'],Petrol,"7,610 km",Manual,1st Owner,"Calicut Beach, Kozhikode",06-01-2022,417799
2013 Maruti Swift,['VDI'],Diesel,"87,567 km",Manual,1st Owner,"Bibi Pakar, Darbhanga",06-01-2022,542599
2019 Renault Kwid,['VDI'],Petrol,"16,787 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",06-01-2022,639099
2019 Renault Kwid,['1.6'],Petrol,"20,322 km",Manual,1st Owner,"Madhapur, Hyderabad",06-01-2022,435399
2013 Maruti Swift,['VTVT'],Diesel,"70,981 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",06-01-2022,313499
2015 Maruti Swift Dzire,['SX'],Petrol,"13,358 km",Manual,1st Owner,"Mirpur, Gurdaspur",06-01-2022,677399
2015 Maruti Swift,['AUTO'],Diesel,"60,546 km",Manual,1st Owner,"Mirpur, Gurdaspur",06-01-2022,480299
2019 Maruti Baleno,['SPORTS'],Petrol,"14,237 km",Manual,1st Owner,"Ali Gai, Shahjahanpur",06-01-2022,565999
2018 Maruti Baleno,['1.2'],Petrol,"23,580 km",Manual,1st Owner,"Hebbal, Bengaluru",06-01-2022,385699
2015 Maruti Swift Dzire,['VTVT'],Petrol,"57,022 km",Manual,1st Owner,"Hebbal, Bengaluru",06-01-2022,649999
2013 Maruti Swift,['VXI'],Diesel,"1,12,335 km",Manual,1st Owner,"Hebbal, Bengaluru",06-01-2022,449999
2015 Maruti Swift Dzire,['VDI'],Diesel,"30,696 km",Manual,1st Owner,"Hebbal, Bengaluru",06-01-2022,425199
2020 Maruti Vitara Brezza,['VDI'],Diesel,"17,465 km",Automatic,1st Owner,"Ramesh Nagar, Delhi",06-01-2022,344499
2013 Maruti Swift,['DELTA'],Diesel,"68,749 km",Manual,1st Owner,"Ramesh Nagar, Delhi",06-01-2022,1064799
2015 Maruti Swift,['1.2'],Diesel,"96,428 km",Manual,1st Owner,"Indira Nagar, Bengaluru",06-01-2022,855399
2013 Maruti Swift,['K12'],Diesel,"1,22,416 km",Manual,1st Owner,"Indira Nagar, Bengaluru",06-01-2022,304099
2013 Maruti Swift,['K'],Diesel,"1,14,506 km",Manual,1st Owner,"Khandagiri, Bhubaneshwar",06-01-2022,400999
2015 Maruti Swift Dzire,['AMT'],Diesel,"76,778 km",Manual,1st Owner,"Khandagiri, Bhubaneshwar",06-01-2022,798999
2015 Maruti Swift Dzire,['SPORTZ'],Petrol,"53,442 km",Manual,1st Owner,"Khandagiri, Bhubaneshwar",06-01-2022,583099
2013 Toyota Etios Liva,['1.2'],Diesel,"97,829 km",Manual,1st Owner,"Madhapur, Hyderabad",06-01-2022,360099
2012 Maruti Swift Dzire,['1.5'],Diesel,"1,10,592 km",Manual,1st Owner,"Now Gam, Nowgam",06-01-2022,412399
2013 Maruti Swift,['TITANIUM'],Diesel,"45,417 km",Manual,2nd Owner,"Now Gam, Nowgam",06-01-2022,299199
2016 Maruti Swift,['TI'],Diesel,"1,06,080 km",Manual,1st Owner,"Shivaji Nagar, Mumbai",06-01-2022,566899
2015 Maruti Swift,['VCT'],Diesel,"76,264 km",Manual,1st Owner,"Shivaji Nagar, Mumbai",06-01-2022,690699
2012 Maruti Swift,['AT'],Diesel,"38,061 km",Manual,1st Owner,"Badi Bazar, Pihani",06-01-2022,551899
2016 Maruti Wagon R 1.0,['ZXI'],Petrol,"41,586 km",Automatic,1st Owner,"Badi Bazar, Pihani",06-01-2022,510799
2015 Maruti Wagon R 1.0,['OPT'],Petrol,"23,699 km",Manual,1st Owner,"Thondankulangara, Alappuzha",06-01-2022,554499
2012 Maruti Swift,['ZXI'],Diesel,"68,206 km",Manual,2nd Owner,"Tazipora, Mohmmad Pora",06-01-2022,249699
2015 Maruti Wagon R 1.0,['AMT'],Petrol,"22,456 km",Manual,2nd Owner,"Ganga Bazar, Itanagar",06-01-2022,309699
2019 Maruti Baleno,['VL'],Petrol,"34,079 km",Automatic,1st Owner,"Calicut Airport, Kozhikode",06-01-2022,326699
2015 Hyundai Grand i10,['AT'],Diesel,"86,636 km",Manual,2nd Owner,"Police Lines, Varanasi",06-01-2022,288699
2013 Maruti Swift,['D'],Diesel,"29,449 km",Manual,1st Owner,"Akurdi, Pune",06-01-2022,555099
2019 Maruti Baleno,['4D'],Petrol,"6,671 km",Automatic,1st Owner,"Jain Nagar, Meerut",06-01-2022,448799
2014 Maruti Swift,['J'],Diesel,"82,367 km",Manual,2nd Owner,"Mukundapur, Kolkata",06-01-2022,488099
2013 Maruti Swift,['VDI'],Diesel,"58,990 km",Manual,2nd Owner,"Police Lines, Varanasi",06-01-2022,365199
2012 Maruti Swift Dzire,['D'],Diesel,"1,18,117 km",Manual,1st Owner,"Indira Nagar, Visakhapatnam",06-01-2022,311999
2014 Maruti Swift,['LITE'],Diesel,"91,903 km",Manual,1st Owner,"Indira Nagar, Visakhapatnam",06-01-2022,456399
2013 Hyundai i20,['PLUS'],Petrol,"41,362 km",Manual,1st Owner,"Hasanpur, Bakhri",06-01-2022,494799
2015 Hyundai Grand i10,['LXI'],Petrol,"51,040 km",Manual,1st Owner,"Shahibag, Ahmedabad",06-01-2022,455699
2014 Maruti Swift Dzire,['2.5'],Diesel,"53,938 km",Manual,1st Owner,"Shahibag, Ahmedabad",06-01-2022,613399
2015 Maruti Swift,['GX'],Diesel,"53,260 km",Manual,1st Owner,"Ganga Nagar, Meerut",06-01-2022,644899
2015 Maruti Swift,['8'],Petrol,"63,344 km",Manual,1st Owner,"Mudichur, Chennai",06-01-2022,513799
2015 Maruti Swift,['STR'],Diesel,"1,12,006 km",Manual,1st Owner,"Mudichur, Chennai",06-01-2022,524399
2013 Maruti Swift Dzire,['BS'],Diesel,"83,414 km",Manual,1st Owner,"Amar Colony, Delhi",06-01-2022,398699
maruti suzuki ertiga (2012),VDI,Diesel,"78,000 Km",Manual,1st Owner,"Choupasni, Jodhpur",01/23/2022,519000
maruti suzuki ertiga (2014),2012-2015 VXI CNG,CNG,70000 Km,Manual,1st Owner,"Pimpri, Pune",01/23/2022,699000
hyundai grand i10 nios (2021),AMT Sportz,Petrol,1000.0 Km,Automatic,1st Owner,"Madhapur, Hyderabad",12/26/2021,825000
maruti suzuki alto k10 (2014),2010-2014 2010-2014 VXI,Petrol,"66,000 Km",Manual,1st Owner,"Dadri, Charkhi Dadri",01/23/2022,200000
mercedes benz c-class (2010),,Petrol,130000.0 Km,Automatic,1st Owner,"Nungambakkam, Chennai",01/23/2022,800000
maruti suzuki zen estilo (2009),LXI,Petrol,"8,748 Km",Manual,1st Owner,"Adarsh Colony, Hisar",01/23/2022,200000
maruti suzuki alto k10 (2010),VXI,Petrol,"55,520 Km",Manual,1st Owner,"Pallipadi, Thirumittacode II",01/23/2022,180000
other brands others (1984),,Diesel,0 Km,Manual,1st Owner,"Ranjit Avenue, Ludhiana",01/23/2022,85000
maruti suzuki 800 (2005),AC,Petrol,"66,000 Km",Automatic,1st Owner,"Gujeni, Kanpur",01/23/2022,30000
hyundai accent (2008),GLE CNG,CNG & Hybrids,85000.0 Km,Manual,1st Owner,"Badarpur, Delhi",01/23/2022,99000
tata safari storme (2013),LX,Diesel,"82,000 Km",Manual,1st Owner,"Sun City, Bareilly",01/23/2022,420000
hyundai i20 (2010),1.4 Magna Executive,Diesel,61000.0 Km,Manual,1st Owner,"Hazratganj, Lucknow",01/23/2022,295000
honda others (2017),,Petrol,"400,000 Km",Manual,1st Owner,"Puthanathani, Malappuram",01/23/2022,46000
maruti suzuki swift dzire (2019),VXI,Diesel,"58,000 Km",Manual,2nd Owner,"Kukatpally, Hyderabad",01/23/2022,580000
mahindra scorpio (2011),2002-2013 VLX Airbag,Diesel,"98,000 Km",Manual,1st Owner,"Janki Nagar, Patna",01/23/2022,700000
maruti suzuki swift (2012),2011-2014 VXI,Petrol,50 Km,Automatic,1st Owner,"Bhawani Nagar, Jammu",01/23/2022,360000
maruti suzuki esteem (2005),Vxi,Petrol,"90,000 Km",Manual,1st Owner,"Fort Mohalla, Mysuru",01/23/2022,120000
ford figo (2011),2010-2012 Petrol LXI,Petrol,"60,000 Km",Manual,1st Owner,"Garhi Sarwat, Muzaffarnagar",01/23/2022,165000
hyundai santro xing (2007),XG eRLX Euro II,Petrol,"110,000 Km",Manual,1st Owner,"Smd, Kalpetta",01/23/2022,95000
tata nano (2011),2009-2011 Cx BSIV,Petrol,50000 Km,Manual,2nd Owner,"Borivali East, Mumbai",01/23/2022,35000
